group_id,alice,david,emily,jacob,james,john,mike,lucas,mary,sarah
1c96a0ee,V9,5.2,A1,8.0,24.0,X0,21,1.1,0.3,0.0
f35cd94a,V9,4.7,A3,21.0,36.0,X4,9,3.0,1.4,0.0
f35cd94a,V2,4.1,A2,12.0,39.0,X4,9,3.1,0.5,0.0
f35cd94a,V8,4.8,A3,11.0,36.0,X7,8,2.7,0.3,0.0
f35cd94a,V6,5.3,A3,11.0,33.0,X7,10,2.4,0.5,2.1
f35cd94a,V6,5.2,A2,12.0,33.0,X6,12,2.3,0.3,0.0
f35cd94a,V2,4.9,A2,9.0,34.0,X2,12,2.2,0.5,0.0
f35cd94a,V2,4.8,A3,10.0,37.0,X0,11,2.3,0.3,0.0
f35cd94a,V2,4.8,A3,10.0,38.0,X0,9,2.2,0.5,0.0
f35cd94a,V2,4.0,A2,11.0,40.0,X4,8,2.2,0.8,0.0
77407798,V4,5.3,A1,12.0,26.0,X0,20,2.3,0.3,0.0
77407798,V9,5.3,A1,11.0,27.0,X1,20,2.3,0.3,0.0
77407798,V9,5.2,A1,11.0,27.0,X2,20,2.1,0.8,0.0
77407798,V9,5.2,A1,11.0,27.0,X1,20,2.0,0.3,0.0
77407798,V9,5.3,A1,11.0,26.0,X2,21,1.8,0.5,0.0
77407798,V9,5.3,A1,11.0,26.0,X0,21,1.7,0.3,0.0
77407798,V4,5.3,A1,10.0,25.0,X0,21,1.5,0.5,0.0
77407798,V6,5.3,A1,10.0,26.0,X4,21,1.4,0.3,0.0
77407798,V4,5.3,A1,10.0,26.0,X0,21,1.3,0.3,0.0
099d72d2,V3,5.1,A1,10.0,29.0,X1,6,2.5,0.3,0.0
099d72d2,V2,5.2,A1,9.0,29.0,X4,6,2.4,0.5,0.0
099d72d2,V9,4.6,A2,15.0,32.0,X5,6,2.5,1.1,0.0
099d72d2,V6,4.8,A2,15.0,33.0,X5,4,2.4,1.1,0.7
099d72d2,V8,4.6,A2,9.0,34.0,X1,2,2.3,0.8,0.0
099d72d2,V6,4.6,A1,11.0,32.0,X0,3,2.1,0.3,0.0
099d72d2,V6,5.1,A2,15.0,31.0,X5,3,1.9,1.1,1.1
099d72d2,V9,5.1,A1,14.0,30.0,X5,3,1.7,0.8,0.0
099d72d2,V2,4.4,A1,20.0,33.0,X5,3,1.7,1.4,0.0
5088daed,V8,5.2,A0,10.0,22.0,X1,21,2.1,0.5,0.0
5088daed,V4,5.3,A0,8.0,23.0,X0,21,2.0,0.5,0.0
5088daed,V4,5.3,A0,8.0,23.0,X0,21,1.9,0.3,0.0
5088daed,V8,5.3,A0,9.0,23.0,X0,21,1.7,0.3,0.0
5088daed,V4,5.2,A0,10.0,22.0,X0,21,1.5,0.5,0.0
5088daed,V4,5.2,A0,10.0,20.0,X4,21,1.3,0.3,0.0
5088daed,V9,5.3,A0,12.0,22.0,X0,20,1.3,0.0,0.0
5088daed,V2,3.9,A0,16.0,31.0,X5,20,1.7,2.5,0.0
5088daed,V3,4.2,A0,18.0,29.0,X5,20,1.5,1.4,0.0
297dcb36,V6,5.1,A1,14.0,27.0,X1,14,2.4,1.4,0.0
297dcb36,V6,4.9,A0,16.0,25.0,X7,17,2.1,0.5,0.0
297dcb36,V9,4.9,A0,13.0,24.0,X0,18,1.9,1.7,0.3
297dcb36,V7,5.0,A0,15.0,23.0,X0,20,1.7,0.8,0.0
297dcb36,V9,5.0,A0,13.0,23.0,X0,20,1.6,0.5,0.0
297dcb36,V9,5.0,A0,8.0,24.0,X0,20,1.5,0.3,0.0
297dcb36,V9,5.0,A0,12.0,23.0,X4,20,1.3,0.8,0.0
297dcb36,V9,4.8,A0,16.0,24.0,X5,20,1.3,1.7,0.0
297dcb36,V9,4.8,A0,25.0,24.0,X5,20,1.1,1.7,0.0
63b04b19,V2,5.3,A2,10.0,33.0,X7,1,2.8,0.3,0.0
63b04b19,V4,5.3,A3,14.0,35.0,X0,1,2.8,1.4,0.0
63b04b19,V6,5.0,A2,22.0,32.0,X7,1,2.5,2.2,0.0
63b04b19,V6,5.1,A1,26.0,29.0,X7,1,2.1,3.0,1.1
63b04b19,V6,5.1,A1,22.0,26.0,X7,4,1.8,2.8,0.6
63b04b19,V9,5.0,A1,18.0,26.0,X7,10,1.7,1.4,0.0
63b04b19,V1,5.0,A0,14.0,24.0,X5,14,1.4,0.8,0.0
63b04b19,V1,3.6,A0,15.0,29.0,X6,15,1.6,0.8,0.0
63b04b19,V3,3.5,A0,12.0,32.0,X6,14,1.7,0.6,0.0
d3c3a02e,V2,3.9,A3,,42.0,X4,5,3.4,1.1,0.0
d3c3a02e,V2,3.8,A3,,42.0,X3,3,3.3,0.6,0.0
d3c3a02e,V2,4.7,A3,,39.0,X3,3,2.9,0.3,0.0
d3c3a02e,V9,5.0,A3,,36.0,X4,3,2.6,0.8,0.0
d3c3a02e,V11,5.1,A3,,35.0,X5,4,2.4,1.1,0.2
d3c3a02e,V9,4.7,A3,,37.0,X7,6,2.4,1.1,0.0
d3c3a02e,V9,4.7,A3,,37.0,X6,8,2.3,1.4,0.0
d3c3a02e,V9,4.4,A3,,38.0,X6,10,2.2,1.4,0.0
d3c3a02e,V9,4.6,A2,,36.0,X6,13,1.9,0.8,0.0
16c27f6d,V9,4.8,A1,21.0,29.0,X4,18,2.5,1.9,0.0
16c27f6d,V9,4.7,A1,21.0,29.0,X5,19,2.4,1.9,0.0
16c27f6d,V9,4.8,A1,21.0,30.0,X4,19,2.3,1.9,0.0
16c27f6d,V9,4.7,A1,25.0,31.0,X4,18,2.3,2.5,0.0
16c27f6d,V9,4.9,A1,24.0,30.0,X4,18,2.1,2.5,0.0
16c27f6d,V9,5.0,A1,22.0,29.0,X4,18,1.9,2.5,0.0
16c27f6d,V9,5.0,A1,22.0,29.0,X4,17,1.7,2.2,0.0
16c27f6d,V9,5.1,A1,22.0,29.0,X4,17,1.6,1.7,0.0
16c27f6d,V9,4.9,A1,25.0,30.0,X4,16,1.5,2.8,0.0
cede13c4,V9,5.1,A1,17.0,26.0,X2,6,2.3,1.1,0.2
cede13c4,V10,5.1,A1,16.0,27.0,X2,3,2.3,0.5,0.4
cede13c4,V6,5.1,A1,15.0,29.0,X1,2,2.3,0.8,0.0
cede13c4,V9,4.8,A1,17.0,30.0,X4,1,2.2,1.4,0.0
cede13c4,V6,4.8,A1,16.0,30.0,X3,1,2.1,1.1,0.3
cede13c4,V6,4.7,A1,21.0,30.0,X4,0,1.9,1.4,0.0
cede13c4,V9,4.9,A1,15.0,28.0,X4,0,1.7,0.3,0.0
cede13c4,V2,4.7,A1,13.0,28.0,X4,0,1.5,1.1,0.0
cede13c4,V6,4.8,A1,16.0,27.0,X4,0,1.3,1.4,0.0
3ed58f91,V6,4.9,A0,10.0,25.0,X2,21,2.3,0.8,0.0
3ed58f91,V6,4.6,A1,9.0,28.0,X7,21,2.3,0.3,0.0
3ed58f91,V9,4.8,A1,9.0,26.0,X2,21,2.1,0.5,0.0
3ed58f91,V9,5.0,A1,12.0,25.0,X2,21,1.9,0.8,0.0
3ed58f91,V2,4.8,A1,16.0,27.0,X2,19,1.9,1.1,0.0
3ed58f91,V2,5.0,A1,12.0,26.0,X2,19,1.7,0.5,0.0
3ed58f91,V6,5.0,A1,11.0,27.0,X0,19,1.6,0.3,0.0
3ed58f91,V6,5.1,A1,18.0,28.0,X6,19,1.5,1.4,0.3
3ed58f91,V3,4.2,A0,24.0,27.0,X6,20,1.3,1.9,0.0
4ca3cca5,V6,5.0,A2,14.0,34.0,X5,2,2.9,1.1,1.1
4ca3cca5,V6,4.6,A2,14.0,36.0,X4,2,2.9,0.8,0.2
4ca3cca5,V11,4.9,A2,15.0,35.0,X1,3,2.7,0.8,
4ca3cca5,V9,5.2,A2,11.0,33.0,X4,4,2.4,0.3,
4ca3cca5,V2,4.7,A2,11.0,33.0,X2,5,2.3,0.6,
4ca3cca5,V3,5.0,A2,10.0,30.0,X1,5,1.9,0.6,
4ca3cca5,V3,4.1,A2,11.0,36.0,X4,4,2.2,0.6,
4ca3cca5,V2,3.5,A2,12.0,39.0,X4,3,2.3,1.1,
4ca3cca5,V2,3.9,A2,12.0,38.0,X4,2,2.1,0.8,
96c4d7c8,V3,3.4,A0,20.0,32.0,X7,13,2.7,1.7,0.0
96c4d7c8,V2,3.9,A0,18.0,30.0,X7,15,2.5,1.1,0.0
96c4d7c8,V8,4.4,A0,15.0,26.0,X0,18,2.1,1.4,
96c4d7c8,V9,4.2,A0,16.0,25.0,X0,19,1.9,1.4,0.0
96c4d7c8,V9,4.2,A0,12.0,24.0,X7,20,1.7,0.6,0.0
96c4d7c8,V3,3.4,A0,15.0,25.0,X0,20,1.6,0.8,0.0
96c4d7c8,V3,2.9,A0,15.0,27.0,X7,19,1.6,1.1,0.0
96c4d7c8,V3,2.7,A0,13.0,28.0,X7,19,1.5,0.6,0.0
96c4d7c8,V3,3.4,A0,9.0,26.0,X7,19,1.3,0.3,0.0
0afea510,V2,3.3,A1,11.0,39.0,X5,14,3.2,0.8,0.0
0afea510,V2,3.4,A2,10.0,40.0,X4,13,3.1,0.8,0.0
0afea510,V2,4.5,A2,9.0,35.0,X2,14,2.7,0.3,0.0
0afea510,V2,4.8,A2,8.0,32.0,X3,15,2.3,0.3,0.0
0afea510,V3,4.9,A2,8.0,32.0,X1,16,2.2,0.3,0.0
0afea510,V3,3.5,A2,12.0,40.0,X2,16,2.6,0.6,0.0
0afea510,V3,3.2,A2,14.0,42.0,X1,16,2.6,1.1,0.0
0afea510,V2,3.4,A2,16.0,41.0,X1,16,2.4,1.1,0.0
0afea510,V3,4.1,A2,12.0,37.0,X1,17,2.0,0.8,0.0
7064f7f8,V2,3.9,A1,10.0,35.0,X4,17,2.9,0.3,0.0
7064f7f8,V3,5.0,A1,9.0,29.0,X2,17,2.4,0.3,0.0
7064f7f8,V3,5.0,A1,10.0,28.0,X2,15,2.2,0.6,0.0
7064f7f8,V9,5.2,A1,8.0,26.0,X2,11,1.9,0.6,0.0
7064f7f8,V6,4.7,A1,11.0,31.0,X7,8,2.1,0.6,0.1
7064f7f8,V6,4.8,A2,16.0,31.0,X5,8,2.0,1.1,1.2
7064f7f8,V8,5.0,A1,19.0,29.0,X5,10,1.7,0.8,0.2
7064f7f8,V2,5.1,A1,15.0,27.0,X4,11,1.5,0.6,0.0
7064f7f8,V3,4.9,A1,10.0,26.0,X5,11,1.3,0.8,0.0
39d60a28,V9,3.7,A2,14.0,38.0,X0,3,3.1,0.5,0.0
39d60a28,V2,3.7,A1,13.0,37.0,X4,2,2.9,1.1,0.0
39d60a28,V9,4.6,A2,13.0,34.0,X1,2,2.6,0.5,0.0
39d60a28,V10,4.9,A2,15.0,32.0,X6,3,2.3,1.7,0.1
39d60a28,V10,5.2,A2,13.0,30.0,X7,3,2.1,0.5,0.6
39d60a28,V2,4.6,A2,16.0,33.0,X6,3,2.1,1.1,0.0
39d60a28,V9,3.9,A1,21.0,35.0,X5,2,2.1,1.1,0.0
39d60a28,V3,3.7,A1,17.0,36.0,X5,2,2.1,1.3,
39d60a28,V2,4.5,A1,12.0,32.0,X5,2,1.7,0.7,
0b52a3fe,V3,4.9,A2,10.0,35.0,X2,12,2.9,0.3,0.0
0b52a3fe,V3,5.1,A3,10.0,34.0,X2,12,2.7,0.5,0.0
0b52a3fe,V3,5.3,A2,10.0,33.0,X1,14,2.5,0.5,0.0
0b52a3fe,V3,4.3,A2,11.0,38.0,X4,12,2.7,0.5,0.0
0b52a3fe,V2,3.9,A2,14.0,40.0,X0,10,2.7,0.3,0.0
0b52a3fe,V2,3.9,A3,14.0,41.0,X3,7,2.7,0.5,0.0
0b52a3fe,V2,5.3,A3,12.0,35.0,X2,11,2.1,1.1,0.3
0b52a3fe,V8,5.2,A3,12.0,34.0,X2,11,1.9,0.3,0.0
0b52a3fe,V6,5.3,A3,11.0,34.0,X7,11,1.8,0.8,0.1
e95a76b2,V9,5.2,A0,13.0,24.0,X4,11,2.2,0.5,0.0
e95a76b2,V9,4.7,A1,20.0,27.0,X5,7,2.3,1.9,0.0
e95a76b2,V6,4.7,A1,21.0,27.0,X4,6,2.1,1.1,0.0
e95a76b2,V9,5.1,A1,21.0,27.0,X5,7,2.0,1.4,0.4
e95a76b2,V11,5.0,A1,18.0,27.0,X5,7,1.9,1.4,0.0
e95a76b2,V9,4.9,A1,17.0,26.0,X5,7,1.7,1.1,0.0
e95a76b2,V11,5.0,A1,24.0,26.0,X4,5,1.5,1.9,0.3
e95a76b2,V6,4.5,A1,23.0,28.0,X5,5,1.5,1.9,0.0
e95a76b2,V9,5.1,A1,21.0,25.0,X4,8,1.2,0.8,0.2
750b9935,V1,4.9,A3,10.0,37.0,X1,10,3.1,0.5,0.0
750b9935,V3,4.9,A3,10.0,38.0,X1,9,3.0,0.5,0.0
750b9935,V1,3.9,A3,12.0,46.0,X0,7,3.4,0.5,0.0
750b9935,V3,3.3,A3,12.0,48.0,X0,5,3.4,0.5,0.0
750b9935,V3,3.2,A3,12.0,48.0,X0,4,3.3,0.3,0.0
750b9935,V3,4.1,A3,12.0,43.0,X2,4,2.8,0.5,0.0
750b9935,V3,4.4,A3,13.0,42.0,X2,3,2.6,0.5,0.0
750b9935,V3,4.8,A3,12.0,40.0,X1,3,2.3,0.5,0.0
750b9935,V3,4.3,A4,18.0,46.0,X2,3,2.6,1.4,0.0
5592bbae,V2,4.7,A2,12.0,33.0,X2,19,2.8,0.8,0.0
5592bbae,V2,4.6,A2,16.0,36.0,X2,18,2.9,1.1,0.0
5592bbae,V3,4.8,A2,14.0,34.0,X2,18,2.6,0.8,0.0
5592bbae,V3,4.8,A2,12.0,34.0,X2,19,2.5,1.1,0.0
5592bbae,V3,5.0,A2,11.0,33.0,X2,19,2.3,0.8,0.0
5592bbae,V3,5.2,A2,11.0,30.0,X2,20,1.9,0.3,0.0
5592bbae,V2,4.7,A2,12.0,35.0,X0,20,2.1,0.3,0.0
5592bbae,V9,4.5,A3,14.0,39.0,X6,20,2.3,0.8,0.0
5592bbae,V9,4.8,A2,10.0,35.0,X5,21,1.9,0.3,0.0
80445784,V9,4.6,A1,15.0,30.0,X7,19,2.6,0.5,0.0
80445784,V2,5.1,A1,9.0,26.0,X0,20,2.2,0.3,0.0
80445784,V3,5.2,A1,8.0,25.0,X0,20,2.0,0.3,0.0
80445784,V3,5.2,A0,8.0,23.0,X3,20,1.7,0.3,0.0
80445784,V2,5.0,A1,8.0,28.0,X0,20,1.9,0.3,0.0
80445784,V2,3.8,A1,11.0,34.0,X0,19,2.2,0.3,0.0
80445784,V2,4.0,A1,9.0,33.0,X0,17,2.0,0.3,0.0
80445784,V1,4.8,A1,10.0,29.0,X0,17,1.6,0.3,0.0
80445784,V1,5.2,A1,9.0,27.0,X1,15,1.3,0.3,0.0
b60af7e5,V1,4.7,A1,9.0,28.0,X7,18,2.5,0.6,
b60af7e5,V3,4.0,A1,11.0,35.0,X4,17,2.8,0.6,
b60af7e5,V3,3.1,A1,12.0,39.0,X4,14,2.9,0.6,
b60af7e5,V3,2.8,A1,11.0,40.0,X5,11,2.9,0.3,
b60af7e5,V3,3.4,A1,10.0,37.0,X0,12,2.5,0.6,
b60af7e5,V2,3.9,A1,10.0,35.0,X7,12,2.3,0.8,
b60af7e5,V2,4.1,A1,12.0,33.0,X0,12,2.0,0.6,
b60af7e5,V2,3.5,A2,13.0,39.0,X2,11,2.3,0.8,
b60af7e5,V2,3.2,A2,16.0,42.0,X2,8,2.3,1.1,
0581cfb2,V9,5.1,A1,21.0,28.0,X2,0,2.5,1.9,
0581cfb2,V9,5.0,A1,19.0,29.0,X3,0,2.4,1.7,0.0
0581cfb2,V9,4.5,A0,20.0,27.0,X4,0,2.1,1.7,
0581cfb2,V9,4.6,A0,16.0,26.0,X4,0,1.9,0.8,
0581cfb2,V8,4.9,A0,12.0,25.0,X6,0,1.7,0.8,
0581cfb2,V7,5.2,A0,12.0,24.0,X0,0,1.5,0.3,
0581cfb2,V4,5.2,A0,11.0,22.0,X5,0,1.3,0.8,
0581cfb2,V4,5.2,A0,11.0,23.0,X3,0,1.2,0.3,
0581cfb2,V9,4.3,A0,17.0,26.0,X5,0,1.3,1.9,0.0
0b20dc34,V2,4.8,A1,15.0,31.0,X2,1,2.7,1.1,0.0
0b20dc34,V9,4.2,A2,14.0,35.0,X3,0,2.8,1.1,0.0
0b20dc34,V9,4.4,A2,17.0,33.0,X4,0,2.5,1.1,0.0
0b20dc34,V9,5.0,A2,12.0,31.0,X4,1,2.3,0.8,0.1
0b20dc34,V6,5.0,A2,12.0,30.0,X4,1,2.1,0.6,0.4
0b20dc34,V6,5.0,A2,10.0,30.0,X7,1,1.9,0.3,0.0
0b20dc34,V9,4.8,A2,11.0,31.0,X7,2,1.9,0.8,0.0
0b20dc34,V2,4.1,A1,9.0,34.0,X1,2,1.9,0.6,0.0
0b20dc34,V2,4.3,A1,9.0,33.0,X2,2,1.7,0.6,0.0
0dd03881,V9,5.0,A0,14.0,23.0,X1,4,2.1,1.7,0.0
0dd03881,V7,5.0,A0,16.0,24.0,X1,3,2.1,1.1,0.0
0dd03881,V7,5.2,A0,16.0,24.0,X1,4,1.9,0.8,0.0
0dd03881,V7,5.2,A0,12.0,23.0,X1,5,1.7,0.8,0.3
0dd03881,V7,5.2,A0,11.0,23.0,X1,5,1.6,0.6,0.0
0dd03881,V7,5.2,A0,11.0,24.0,X1,5,1.5,0.6,0.0
0dd03881,V6,5.3,A1,12.0,25.0,X2,4,1.5,0.8,0.2
0dd03881,V9,5.1,A1,16.0,26.0,X2,2,1.4,1.1,0.0
0dd03881,V9,5.1,A1,18.0,26.0,X2,2,1.3,2.2,0.0
6f572499,V3,4.4,A0,15.0,25.0,X7,17,2.3,1.4,0.0
6f572499,V2,4.6,A0,15.0,25.0,X7,17,2.1,1.7,0.0
6f572499,V3,4.6,A0,15.0,24.0,X7,17,1.9,1.1,0.0
6f572499,V3,3.9,A0,17.0,26.0,X7,17,1.9,1.4,0.0
6f572499,V9,3.6,A0,16.0,27.0,X7,16,1.9,1.7,0.0
6f572499,V2,3.6,A0,16.0,27.0,X7,14,1.7,1.7,0.0
6f572499,V2,4.3,A0,11.0,25.0,X6,15,1.5,0.3,0.0
6f572499,V7,5.0,A0,10.0,24.0,X6,14,1.3,0.8,0.0
6f572499,V7,5.2,A0,9.0,23.0,X4,14,1.1,0.3,0.0
5ee1e95c,V3,3.5,A2,12.0,41.0,X1,10,3.3,0.6,0.0
5ee1e95c,V2,3.1,A2,12.0,44.0,X2,8,3.4,0.8,0.0
5ee1e95c,V2,3.1,A2,13.0,44.0,X1,6,3.3,1.1,0.0
5ee1e95c,V9,3.6,A2,12.0,41.0,X1,7,2.9,0.8,0.0
5ee1e95c,V9,4.2,A2,11.0,38.0,X7,8,2.6,0.3,0.0
5ee1e95c,V2,4.5,A2,11.0,36.0,X1,11,2.3,0.3,0.0
5ee1e95c,V3,3.2,A2,12.0,43.0,X1,11,2.7,0.6,0.0
5ee1e95c,V2,3.0,A2,13.0,45.0,X1,11,2.7,0.8,0.0
5ee1e95c,V1,3.0,A2,14.0,46.0,X1,9,2.6,1.4,0.0
74f276bc,V2,3.1,A1,24.0,40.0,X1,13,3.3,1.9,0.0
74f276bc,V2,3.6,A1,13.0,36.0,X0,14,2.9,0.8,0.0
74f276bc,V3,4.0,A1,11.0,34.0,X0,14,2.6,0.8,0.0
74f276bc,V1,4.6,A1,9.0,31.0,X6,13,2.3,0.3,0.0
74f276bc,V1,3.6,A1,12.0,38.0,X1,12,2.6,1.1,0.0
74f276bc,V2,3.3,A1,15.0,40.0,X1,10,2.6,0.8,0.0
74f276bc,V3,3.3,A1,18.0,40.0,X1,9,2.5,1.4,0.0
74f276bc,V9,4.0,A2,14.0,36.0,X1,10,2.1,1.1,0.0
74f276bc,V9,4.0,A2,12.0,36.0,X1,11,1.9,1.4,0.0
2083d0e3,V12,5.2,A0,12.0,23.0,X4,20,2.1,0.6,0.0
2083d0e3,V9,5.2,A0,11.0,24.0,X2,21,2.1,0.3,0.0
2083d0e3,V2,4.8,A1,11.0,27.0,X5,21,2.1,0.3,0.0
2083d0e3,V9,4.7,A1,9.0,27.0,X7,21,2.0,0.5,0.0
2083d0e3,V9,5.0,A1,9.0,26.0,X2,21,1.8,0.3,0.0
2083d0e3,V9,4.9,A1,9.0,26.0,X2,21,1.7,0.6,0.0
2083d0e3,V2,5.0,A0,12.0,25.0,X4,21,1.5,0.6,0.0
2083d0e3,V3,4.9,A0,12.0,25.0,X2,21,1.3,0.8,0.0
2083d0e3,V3,4.6,A1,15.0,28.0,X3,20,1.4,1.4,0.0
5ab908b4,V7,5.0,A0,15.0,24.0,X3,10,2.2,1.4,0.0
5ab908b4,V8,5.1,A0,12.0,24.0,X2,9,2.1,0.6,0.0
5ab908b4,V7,5.1,A0,13.0,25.0,X7,10,2.0,0.8,0.0
5ab908b4,V9,5.0,A0,12.0,24.0,X7,11,1.8,0.6,0.0
5ab908b4,V2,4.2,A0,16.0,26.0,X0,13,1.8,1.4,0.0
5ab908b4,V2,4.2,A0,18.0,26.0,X0,14,1.7,0.8,0.0
5ab908b4,V2,4.1,A0,16.0,26.0,X0,15,1.5,1.1,0.0
5ab908b4,V3,4.9,A0,10.0,23.0,X7,17,1.2,0.6,0.0
5ab908b4,V3,5.0,A0,8.0,23.0,X2,18,1.1,0.3,0.0
9429b483,V9,5.3,A1,16.0,25.0,X4,21,2.3,1.7,0.0
9429b483,V9,5.3,A1,17.0,24.0,X4,21,2.1,1.7,0.0
9429b483,V2,5.0,A1,20.0,27.0,X4,21,2.1,1.9,0.0
9429b483,V9,5.3,A1,19.0,25.0,X4,20,1.9,1.7,0.0
9429b483,V9,5.3,A1,18.0,24.0,X4,20,1.7,1.7,0.0
9429b483,V1,5.2,A0,19.0,23.0,X4,20,1.5,1.4,0.0
9429b483,V1,5.1,A0,20.0,23.0,X4,19,1.3,1.7,0.0
9429b483,V2,5.1,A0,21.0,24.0,X4,20,1.3,2.2,0.0
9429b483,V2,4.7,A0,24.0,26.0,X4,19,1.3,3.0,0.0
d20a3070,V1,4.2,A0,10.0,23.0,X0,18,2.1,0.4,0.0
d20a3070,V1,4.8,A0,8.0,20.0,X3,18,1.8,0.3,0.0
d20a3070,V1,4.9,A0,8.0,19.0,X0,17,1.6,0.1,0.0
d20a3070,V2,4.6,A0,9.0,23.0,X0,16,1.7,0.3,0.0
d20a3070,V9,3.7,A0,12.0,26.0,X0,15,1.8,0.8,0.0
d20a3070,V1,3.7,A0,12.0,25.0,X7,14,1.6,0.7,0.0
d20a3070,V1,4.4,A0,12.0,22.0,X0,15,1.3,0.3,0.0
d20a3070,V9,4.8,A0,12.0,23.0,X0,16,1.2,1.1,0.0
d20a3070,V9,4.9,A0,15.0,23.0,X0,16,1.1,1.1,0.0
dd430175,V2,5.2,A3,11.0,35.0,X4,5,2.9,0.6,0.0
dd430175,V2,5.2,A2,12.0,32.0,X4,6,2.6,0.8,0.0
dd430175,V2,4.4,A3,15.0,39.0,X4,5,2.9,1.1,0.0
dd430175,V2,3.6,A2,16.0,42.0,X5,3,3.0,0.8,0.0
dd430175,V2,3.7,A3,15.0,42.0,X5,2,2.9,0.8,0.0
dd430175,V9,4.8,A3,10.0,37.0,X0,3,2.4,0.6,0.0
dd430175,V9,5.2,A3,12.0,34.0,X0,4,2.1,0.8,0.7
dd430175,V9,5.2,A3,13.0,34.0,X0,6,1.9,0.6,0.0
dd430175,V9,4.5,A2,16.0,36.0,X0,8,1.9,1.4,0.0
7e5d1611,V2,5.2,A1,14.0,25.0,X0,4,2.3,1.1,
7e5d1611,V2,5.1,A1,12.0,25.0,X0,5,2.1,0.6,
7e5d1611,V9,4.7,A1,12.0,29.0,X0,4,2.3,0.8,
7e5d1611,V3,4.9,A1,10.0,27.0,X7,5,2.0,0.4,
7e5d1611,V2,5.0,A1,13.0,26.0,X7,4,1.8,0.8,
7e5d1611,V2,5.1,A1,14.0,26.0,X0,3,1.7,1.1,
7e5d1611,V3,4.7,A1,18.0,31.0,X3,1,1.9,1.7,
7e5d1611,V6,4.7,A1,15.0,31.0,X3,1,1.7,2.5,
7e5d1611,V9,4.3,A2,16.0,34.0,X3,1,1.8,1.7,
aedef0b0,V2,4.1,A0,23.0,28.0,X6,20,2.5,2.2,
aedef0b0,V9,4.2,A0,20.0,27.0,X7,21,2.3,1.7,
aedef0b0,V2,4.4,A0,16.0,26.0,X7,20,2.1,1.1,
aedef0b0,V2,4.5,A0,14.0,26.0,X4,20,1.9,0.6,
aedef0b0,V9,4.2,A0,18.0,29.0,X4,19,2.0,1.1,
aedef0b0,V10,5.1,A1,18.0,25.0,X4,18,1.6,1.4,
aedef0b0,V6,5.1,A1,18.0,26.0,X4,16,1.5,1.4,
aedef0b0,V3,4.4,A1,23.0,30.0,X4,11,1.7,1.9,
aedef0b0,V2,4.3,A1,27.0,31.0,X5,9,1.6,3.0,
a148d8ad,V2,4.3,A3,16.0,39.0,X2,8,3.2,0.6,
a148d8ad,V3,3.5,A3,19.0,47.0,X3,5,3.6,1.4,
a148d8ad,V3,2.9,A2,18.0,48.0,X4,4,3.5,2.5,
a148d8ad,V3,3.5,A2,12.0,41.0,X6,7,2.9,1.1,
a148d8ad,V1,3.7,A2,12.0,39.0,X4,10,2.7,1.1,
a148d8ad,V3,4.0,A2,13.0,38.0,X5,11,2.5,0.8,
a148d8ad,V3,3.6,A2,19.0,42.0,X6,10,2.6,2.5,
a148d8ad,V2,3.4,A2,20.0,42.0,X6,11,2.5,1.9,
a148d8ad,V3,3.4,A2,16.0,42.0,X6,10,2.3,1.4,
aa92c14b,V2,4.1,A3,18.0,45.0,X5,12,3.6,2.5,0.0
aa92c14b,V2,4.5,A3,13.0,40.0,X0,14,3.1,0.0,0.0
aa92c14b,V2,4.5,A3,12.0,39.0,X7,15,2.9,0.6,0.0
aa92c14b,V2,4.7,A3,12.0,38.0,X6,15,2.7,0.8,0.0
aa92c14b,V2,4.6,A3,19.0,40.0,X7,16,2.7,1.7,0.0
aa92c14b,V9,4.4,A3,23.0,41.0,X7,16,2.7,1.9,0.0
aa92c14b,V2,4.5,A3,22.0,40.0,X7,16,2.5,2.2,0.0
aa92c14b,V2,4.8,A3,16.0,37.0,X7,16,2.1,0.8,0.0
aa92c14b,V3,4.9,A3,14.0,37.0,X7,16,2.0,1.7,0.0
b5e5fef0,V9,5.2,A1,7.0,26.0,X0,17,2.3,0.0,
b5e5fef0,V9,5.2,A1,7.0,26.0,X7,17,2.2,0.3,
b5e5fef0,V6,5.2,A1,8.0,26.0,X0,17,2.1,0.1,
b5e5fef0,V6,5.2,A1,7.0,27.0,X0,15,2.0,0.0,
b5e5fef0,V9,5.2,A1,7.0,27.0,X4,14,1.9,0.3,
b5e5fef0,V6,5.2,A1,7.0,27.0,X0,14,1.7,0.1,
b5e5fef0,V9,5.2,A1,7.0,27.0,X0,12,1.6,0.0,
b5e5fef0,V4,5.2,A1,7.0,27.0,X5,10,1.5,0.3,
b5e5fef0,V4,5.3,A1,7.0,27.0,X0,8,1.3,0.3,
55e11c4f,V9,5.0,A1,9.0,27.0,X5,12,2.4,0.3,
55e11c4f,V6,5.1,A1,10.0,26.0,X7,12,2.2,0.6,
55e11c4f,V6,5.2,A1,8.0,26.0,X0,8,2.1,0.3,
55e11c4f,V9,5.3,A1,7.0,25.0,X2,4,1.9,0.8,
55e11c4f,V6,5.2,A1,9.0,26.0,X6,3,1.8,0.3,
55e11c4f,V6,5.0,A1,12.0,28.0,X4,2,1.8,0.6,
55e11c4f,V9,4.3,A0,10.0,28.0,X5,2,1.7,0.6,
55e11c4f,V2,4.9,A0,9.0,25.0,X0,3,1.3,0.3,
